ZIP,LAT,LNG,DIST,POPULATION,IMPACT,POP_DENSITY
28081,35.502816,-80.67017299999998,321.9606649031241,25190,LOW,HIGH
28083,35.48960200000001,-80.580668,313.9430107636266,23820,LOW,MEDIUM
28086,35.244245,-81.377832,373.30241310644675,25895,LOW,HIGH
28088,35.544276,-80.614646,319.2287534851332,2862,LOW,LOW
28089,35.318233,-81.65957399999998,400.133320449147,248,LOW,LOW
28090,35.454659,-81.559555,395.6653638027578,8342,LOW,LOW
28091,34.987392,-79.933002,239.12363633003295,2158,MEDIUM,LOW
28092,35.485761,-81.25455799999997,370.56078418300854,38570,LOW,HIGH
28097,35.296714,-80.393052,290.0267609379115,5369,LOW,LOW
28098,35.271135,-81.100787,349.90626674041994,3579,LOW,LOW
28101,35.258099,-81.078063,347.5154450348396,698,LOW,LOW
28102,34.818432,-79.97226500000002,237.6544330640859,78,MEDIUM,LOW
28103,34.998933,-80.351309,276.059875869284,10311,LOW,MEDIUM
28104,35.060568,-80.692836,307.8731704383797,28040,LOW,HIGH
28105,35.115565999999994,-80.713926,311.3260896516922,39586,LOW,HIGH
28107,35.252964,-80.518034,298.96807661536855,6422,LOW,LOW
28108,34.934781,-80.68118299999998,303.59033495841356,54,LOW,LOW
28109,35.496966,-80.28853000000002,290.2888651224702,387,LOW,LOW
28110,35.066044,-80.509089,291.89431585866754,50365,LOW,HIGH
28112,34.889925,-80.549548,290.812861360026,26311,LOW,HIGH
28114,35.230441,-81.747702,405.50862619709045,7554,LOW,LOW
28115,35.58591,-80.772464,334.14601271072354,34339,LOW,HIGH
28117,35.565695,-80.898335,343.6951512405385,35454,LOW,HIGH
28119,34.851078,-80.01698499999998,242.4565934232101,2801,MEDIUM,LOW
28120,35.328685,-81.026385,345.36500038810493,19807,LOW,MEDIUM
28124,35.399738,-80.408631,295.6695664764442,6622,LOW,LOW
28125,35.659025,-80.698613,331.5218965670449,2525,LOW,LOW
28127,35.474303000000006,-80.19058100000002,281.22129515009976,7594,LOW,LOW
28128,35.210696,-80.154523,266.374514864102,7476,LOW,LOW
28129,35.231663,-80.327162,281.86516392952757,5399,LOW,LOW
28133,34.844926,-80.265681,264.4398551475449,2878,LOW,LOW
28134,35.087361,-80.89614,326.532240504104,9453,LOW,LOW
28135,35.02976,-80.217276,265.2574698009443,6123,LOW,LOW
28137,35.56310900000001,-80.236391,289.417925814114,3120,LOW,LOW
28138,35.514441,-80.437354,303.2741780367994,10495,LOW,MEDIUM
28139,35.348363,-81.994737,430.402677768945,20111,LOW,MEDIUM
28144,35.706685,-80.464788,315.1521506834965,24734,LOW,MEDIUM
28146,35.619243,-80.393345,304.8853654299514,27614,LOW,HIGH
28147,35.68105999999999,-80.56301500000002,321.65950869243545,24697,LOW,MEDIUM
28150,35.342703,-81.57624799999998,393.5620994595565,28098,LOW,HIGH
28152,35.24272,-81.599412,392.7439321723584,24735,LOW,MEDIUM
28159,35.694752,-80.431873,311.90724182567266,3108,LOW,LOW
28160,35.361006,-81.922332,424.3915989379986,3929,LOW,LOW
28163,35.207494,-80.428517,289.621450827177,5233,LOW,LOW
28164,35.389444,-81.03713499999998,348.4342347643818,14085,LOW,MEDIUM
28166,35.680343,-80.868179,346.374506400112,8619,LOW,LOW
28167,35.506751,-81.967285,432.6649977713789,2362,LOW,LOW
28168,35.55236,-81.425071,387.58128751233636,10230,LOW,MEDIUM
28169,35.35847000000001,-81.429395,381.2538239651108,173,LOW,LOW
28170,34.998714,-80.09878499999998,253.9298575124428,12355,LOW,MEDIUM
28173,34.916155,-80.731415,307.64480652072285,45097,LOW,HIGH
28174,34.969035,-80.43958,283.00561305568306,8608,LOW,LOW
28202,35.227271,-80.84419399999999,326.1932665580926,11195,LOW,MEDIUM
28203,35.208185,-80.859107,326.8719086695913,11315,LOW,MEDIUM
28204,35.21462000000001,-80.827014,324.2886393636609,4796,LOW,LOW
28205,35.218791,-80.789601,321.1771366955721,43931,LOW,HIGH
28206,35.256127,-80.820999,325.14676509103754,11898,LOW,MEDIUM
28207,35.194148,-80.824585,323.41942834837374,9280,LOW,LOW
28208,35.230466,-80.90724300000002,331.77372138999897,34167,LOW,HIGH
28209,35.178714,-80.853985,325.4982813406834,20317,LOW,MEDIUM
28210,35.130509,-80.856685,324.2830289453891,42263,LOW,HIGH
28211,35.166342,-80.797285,320.165456730577,28523,LOW,HIGH
28212,35.187703000000006,-80.744556,316.2492984827191,38457,LOW,HIGH
28213,35.285986,-80.734388,318.72580613358355,37309,LOW,HIGH
28214,35.275252,-80.968144,338.5243939232926,34721,LOW,HIGH
28215,35.244979,-80.693471,313.7520918071799,53629,LOW,HIGH
28216,35.312103,-80.888711,332.92423673649506,47208,LOW,HIGH
28217,35.168896000000004,-80.90828499999998,329.94385268063496,24204,LOW,MEDIUM
28226,35.102697,-80.822129,320.44405969379415,37286,LOW,HIGH
28227,35.189567,-80.64540799999997,307.70351313511736,49635,LOW,HIGH
28244,35.224605,-80.843094,326.0105548540061,0,LOW,LOW
28262,35.322061,-80.739981,320.52228521478486,37547,LOW,HIGH
28269,35.337313,-80.803472,326.51807688185426,71048,LOW,HIGH
28270,35.112079,-80.764415,315.64769343655314,31525,LOW,HIGH
28273,35.127358,-80.946846,332.1120096316277,31478,LOW,HIGH
28277,35.052875,-80.817552,318.6614687392968,59664,LOW,HIGH
28278,35.133432,-81.009357,337.78231869683,19283,LOW,MEDIUM
28280,35.226332,-80.843091,326.06677374037224,10,LOW,LOW
28282,35.224815,-80.845277,326.20695738934364,0,LOW,LOW
28301,35.0748,-78.88425699999998,155.9817947024712,17165,MEDIUM,MEDIUM
28303,35.085644,-78.959363,162.4227159639142,30909,MEDIUM,HIGH
28304,35.025528,-78.989604,161.45052444657253,37147,MEDIUM,HIGH
28305,35.052609000000004,-78.90724399999998,156.46166669403542,6073,MEDIUM,LOW
28306,34.958495,-78.89684799999998,150.47266027943968,39683,MEDIUM,HIGH
28307,35.138559,-78.981887,167.28226305298253,17631,MEDIUM,MEDIUM
28308,35.17155,-79.017085,171.96261921181963,405,MEDIUM,LOW
28310,35.163471,-79.037914,173.06572641806196,3459,MEDIUM,LOW
28311,35.167792,-78.887741,162.00988152988606,34567,MEDIUM,HIGH
28312,34.947752,-78.73813299999998,137.25975637164828,18538,LOW,MEDIUM
28314,35.052985,-79.029453,166.10345727288174,54520,MEDIUM,HIGH
28315,35.117305,-79.43153199999998,201.8936998518688,11681,MEDIUM,MEDIUM
28318,35.019873,-78.613574,132.1549545134728,4627,LOW,LOW
28320,34.558122,-78.772715,124.30318088411423,9229,LOW,LOW
28323,35.314791,-78.834376,168.3028853584013,3182,MEDIUM,LOW
28325,35.153921999999994,-78.104138,110.7593662072861,508,HIGH,LOW
28326,35.269047,-79.154689,188.3685773869922,17646,MEDIUM,MEDIUM
28327,35.354616,-79.416494,213.47723674371437,15433,MEDIUM,MEDIUM
28328,35.003503,-78.337924,111.59296562041804,27042,HIGH,HIGH
28330,34.909596,-79.82198000000002,226.92902290684117,346,MEDIUM,LOW
28332,34.659049,-78.737911,124.10185224512642,482,LOW,LOW
28333,35.286131,-78.01737299999998,119.72759052863174,11830,HIGH,MEDIUM
28334,35.272208,-78.568104,147.46798526751132,24908,LOW,MEDIUM
28337,34.657047,-78.561559,108.76046307436208,10670,HIGH,MEDIUM
28338,35.107513,-79.759641,228.77199656398176,4607,MEDIUM,LOW
28339,35.31054,-78.732747,161.12802874502788,6751,MEDIUM,LOW
28340,34.471354,-79.134422,155.56028898280667,10765,MEDIUM,MEDIUM
28341,35.119876,-78.174437,111.2999679440652,4257,HIGH,LOW
28342,35.191183,-78.651262,146.73744316443168,298,LOW,LOW
28343,34.757362,-79.564875,199.8849774163596,1685,MEDIUM,LOW
28344,35.160499,-78.624575,142.66775440718126,3415,LOW,LOW
28345,34.870289,-79.66572099999998,212.02320952121343,12592,MEDIUM,MEDIUM
28347,35.062265999999994,-79.631662,216.09038323972956,1983,MEDIUM,LOW
28348,34.914974,-78.92702,150.7372854565043,33307,MEDIUM,HIGH
28349,34.981159000000005,-77.927059,85.93739272956999,3724,HIGH,LOW
28350,35.24315900000001,-79.314018,199.07730921798617,305,MEDIUM,LOW
28351,34.84827,-79.563854,202.4152760592579,4759,MEDIUM,LOW
28352,34.767842,-79.45173,190.15025233472923,25641,MEDIUM,HIGH
28356,35.23702,-78.790396,159.66939135120182,5018,MEDIUM,LOW
28357,34.901888,-79.082766,163.06542383633513,3125,MEDIUM,LOW
28358,34.607857,-78.934772,139.9879606599218,38738,LOW,HIGH
28360,34.670328000000005,-79.07494,154.09198256076147,14263,MEDIUM,MEDIUM
28363,34.960782,-79.554662,205.51142237678587,1202,MEDIUM,LOW
28364,34.707928,-79.322676,177.08015721480547,14809,MEDIUM,MEDIUM
28365,35.17256500000001,-78.052357,110.06408428312788,17144,HIGH,MEDIUM
28366,35.23022800000001,-78.362014,131.48840358253585,5061,LOW,LOW
28367,35.172737,-79.725255,228.72436761001504,87,MEDIUM,LOW
28369,34.423373,-79.029416,145.49447279540436,2652,LOW,LOW
28371,34.903171,-78.97957,154.5145113121822,6519,MEDIUM,LOW
28372,34.696872,-79.17761999999998,163.9200773528605,14783,MEDIUM,MEDIUM
28373,35.09347,-79.485597,205.23199273992216,2150,MEDIUM,LOW
28374,35.197454,-79.462959,208.4351930235601,15990,MEDIUM,MEDIUM
28375,34.475744,-79.03855300000002,146.87661351935725,102,LOW,LOW
28376,34.992407,-79.242642,180.4500843313531,37991,MEDIUM,HIGH
28377,34.826879,-79.21324200000002,171.1957192615877,12666,MEDIUM,MEDIUM
28379,34.930279,-79.778633,223.8033070780883,26388,MEDIUM,HIGH
28382,34.971308,-78.517725,121.92023715365094,7056,LOW,LOW
28383,34.576974,-79.26269599999998,168.77872931273203,8080,MEDIUM,LOW
28384,34.796937,-78.961001,148.39893937122457,12097,LOW,MEDIUM
28385,35.050008,-78.47723,124.49342489238121,3029,LOW,LOW
28386,34.853619,-79.129616,165.02471972902012,6319,MEDIUM,LOW
28387,35.179251,-79.376489,200.53919933107778,13921,MEDIUM,MEDIUM
28390,35.219487,-78.955973,170.39657076452025,19942,MEDIUM,MEDIUM
28391,35.021629,-78.698798,138.61937266938463,5302,LOW,LOW
28392,34.735329,-78.800956,132.3062944060102,1579,LOW,LOW
28393,34.981087,-78.18948,100.28565019109529,2005,HIGH,LOW
28394,35.21745,-79.241539,191.95923617072555,5164,MEDIUM,LOW
28395,35.138511,-78.741362,149.36420110525012,2375,LOW,LOW
28396,34.914162,-79.397482,190.2746836191387,2732,MEDIUM,LOW
28398,34.989776,-78.064151,93.70366503386052,8112,HIGH,LOW
28399,34.784523,-78.709012,126.58224719064114,2140,LOW,LOW
28401,34.272145,-77.962018,47.32275913515004,22094,HIGH,MEDIUM
28403,34.221692,-77.88063299999997,40.96365436167681,36063,HIGH,HIGH
28405,34.263182,-77.86638,38.73263241569379,29152,HIGH,HIGH
28409,34.155120000000004,-77.862161,41.915491977263606,31296,HIGH,HIGH
28411,34.30180900000001,-77.793089,31.588675233224254,31962,HIGH,HIGH
28412,34.143756,-77.928152,47.967108331827276,35573,HIGH,HIGH
28420,34.073677,-78.48385,98.8549327096898,3886,HIGH,LOW
28421,34.505123,-78.167047,69.111440192619,1521,HIGH,LOW
28422,34.02637,-78.189312,75.27025957973802,6641,HIGH,LOW
28423,34.308657000000004,-78.39335,86.68428323823295,2290,HIGH,LOW
28424,34.290287,-78.69968100000001,114.86235273422596,128,HIGH,LOW
28425,34.562055,-77.896281,49.2887979552689,10906,HIGH,MEDIUM
28428,34.046841,-77.90965899999998,51.808136428727956,6033,HIGH,LOW
28429,34.341211,-77.900216,41.47940869524812,8026,HIGH,LOW
28430,34.303437,-78.945367,137.39075032978636,1900,LOW,LOW
28431,34.314321,-78.83950300000002,127.65280717541707,7102,LOW,LOW
28432,34.168033,-78.758709,121.45035614135988,1968,LOW,LOW
28433,34.488505,-78.61667299999998,108.78956608074922,5050,HIGH,LOW
28434,34.468325,-78.465485,94.75199393959292,1329,HIGH,LOW
28435,34.405955,-78.109229,61.37928614233935,2490,HIGH,LOW
28436,34.275102000000004,-78.26721500000002,75.2458146779802,2203,HIGH,LOW
28438,34.409483,-78.91884399999998,135.26647637080472,1845,LOW,LOW
28439,34.286815999999995,-79.00138199999998,142.57878928937876,1595,LOW,LOW
28441,34.811462,-78.427414,105.15565294763053,3198,HIGH,LOW
28442,34.282924,-78.613428,106.97162075041925,1647,HIGH,LOW
28443,34.445036,-77.675712,25.257166881695074,17512,HIGH,MEDIUM
28444,34.688305,-78.319958,89.88458760749064,2085,HIGH,LOW
28445,34.483968,-77.556317,21.131466550557203,5676,HIGH,LOW
28447,34.622297,-78.277327,83.19480777259511,1391,HIGH,LOW
28448,34.520158,-78.363175,86.83634769661985,1243,HIGH,LOW
28449,33.978811,-77.933743,58.20150924693825,1692,HIGH,LOW
28450,34.324418,-78.515265,97.87375417185048,2438,HIGH,LOW
28451,34.229818,-78.089383,59.55911065886076,27112,HIGH,HIGH
28452,33.991603000000005,-78.54956999999997,107.43809184740874,694,HIGH,LOW
28453,34.886439,-78.076256,85.55342185987442,3829,HIGH,LOW
28454,34.678126,-77.650871,44.33453855716664,2545,HIGH,LOW
28455,34.111657,-78.631796,111.04723425873208,2117,HIGH,LOW
28456,34.374973,-78.287201,77.18446643505801,3658,HIGH,LOW
28457,34.449597999999995,-77.886638,42.78780584715455,9905,HIGH,LOW
28458,34.814777,-78.09079,80.79977339827893,6444,HIGH,LOW
28460,34.541298,-77.418235,25.263704879023667,7652,HIGH,LOW
28461,33.967319,-78.05874399999998,68.13630002803771,16126,HIGH,MEDIUM
28462,34.026491,-78.289661,83.70497430727937,11680,HIGH,MEDIUM
28463,34.109764,-78.776463,124.13890461263598,9799,LOW,LOW
28464,34.78224,-78.021091,73.70487628328978,2457,HIGH,LOW
28465,33.912317,-78.102548,74.99487040449304,6531,HIGH,LOW
28466,34.741253,-77.875651,61.351167771200586,10103,HIGH,MEDIUM
28467,33.917987,-78.591953,114.07894435795504,8703,HIGH,LOW
28468,33.89965,-78.51920799999998,108.7974884711191,4375,HIGH,LOW
28469,33.926428,-78.46682,103.15466654855031,5839,HIGH,LOW
28470,33.964184,-78.403547,96.09827866385756,10644,HIGH,MEDIUM
28472,34.29905,-78.691171,114.05511545923999,19658,HIGH,MEDIUM
28478,34.64284,-78.042039,65.37166215344186,4588,HIGH,LOW
28479,34.100688,-78.016511,57.34939744042268,4903,HIGH,LOW
28480,34.225734,-77.79733399999998,33.480915196018664,2473,HIGH,LOW
28501,35.242318,-77.514151,103.21832339739508,20389,HIGH,MEDIUM
28504,35.224563,-77.63486800000003,102.48260650764155,21642,HIGH,MEDIUM
28508,35.099668,-77.824788,93.69118433531156,2737,HIGH,LOW
28510,34.987612,-76.804461,95.21670949446735,1502,HIGH,LOW
28511,34.901115999999995,-76.345763,120.18319933564304,694,LOW,LOW
28512,34.712152,-76.79341600000002,74.55802605090734,2896,HIGH,LOW
28513,35.441502,-77.388857,125.32039629546811,10346,LOW,MEDIUM
28515,35.184068,-76.699387,118.4215310709016,2915,HIGH,LOW
28516,34.905126,-76.55283399999998,105.03494545546197,11431,HIGH,MEDIUM
28518,34.894822999999995,-77.747493,69.94351837154325,7909,HIGH,LOW
28519,35.119725,-77.026974,97.40324031457003,404,HIGH,LOW
28520,34.994209999999995,-76.323307,127.6971939522489,327,LOW,LOW
28521,34.817902000000004,-77.736618,61.73154269577058,2287,HIGH,LOW
28523,35.211357,-77.284601,100.74042915533231,2456,HIGH,LOW
28524,34.790939,-76.468564,104.2364254486415,426,HIGH,LOW
28525,35.132290999999995,-77.686672,93.36451586979938,3132,HIGH,LOW
28526,35.261232,-77.371934,105.39155573602099,2489,HIGH,LOW
28527,35.25946300000001,-77.03044399999997,111.71709223863746,1140,HIGH,LOW
28528,34.732058,-76.538662,95.4392284491025,644,HIGH,LOW
28529,35.070527,-76.85476,100.02184315229816,2193,HIGH,LOW
28530,35.374768,-77.415297,117.81899213755142,7332,HIGH,LOW
28531,34.69804,-76.555565,92.30005599309955,1207,HIGH,LOW
28532,34.896013,-76.890788,82.3472018220425,23320,HIGH,MEDIUM
28533,34.902869,-76.901473,82.34547449926994,2952,HIGH,LOW
28537,35.237681,-76.525812,132.78237782519997,137,LOW,LOW
28538,35.416645,-77.565077,122.88663142905506,2175,LOW,LOW
28539,34.694142,-77.203064,47.772723140198046,15469,HIGH,MEDIUM
28540,34.754982,-77.503794,49.11209514445749,49252,HIGH,HIGH
28543,34.736059000000004,-77.375621,47.24440086157022,4699,HIGH,LOW
28544,34.718090000000004,-77.308669,46.58262520340439,5368,HIGH,LOW
28546,34.799156,-77.356165,54.44831512004505,42696,HIGH,HIGH
28547,34.669025,-77.36697,40.02472526522683,21884,HIGH,MEDIUM
28551,35.321323,-77.780856,115.85125695289298,14093,HIGH,MEDIUM
28552,35.303795,-76.555801,136.86757145249427,254,LOW,LOW
28553,34.7296,-76.512376,97.42347632096468,454,HIGH,LOW
28554,35.478481,-77.586122,129.9080890087033,243,LOW,LOW
28555,34.863364000000004,-77.22186500000002,64.37958616752064,5175,HIGH,LOW
28556,35.114002,-76.62558299999998,116.42226879574066,963,HIGH,LOW
28557,34.73896,-76.74923199999998,79.57700673930948,14429,HIGH,MEDIUM
28560,35.126708,-76.977604,99.97810873283464,28921,HIGH,HIGH
28562,35.081631,-77.12689300000002,90.14520609360677,36176,HIGH,HIGH
28570,34.781487,-76.857497,74.9957639992491,21432,HIGH,MEDIUM
28571,35.070773,-76.68924,109.01264536684191,2585,HIGH,LOW
28572,35.027895,-77.736417,83.43753949472745,6531,HIGH,LOW
28573,34.98507,-77.148842,79.36472204585985,2176,HIGH,LOW
28574,34.878931,-77.589588,63.940356151177006,15102,HIGH,MEDIUM
28575,34.707959,-76.88356800000003,67.77314151742064,316,HIGH,LOW
28577,34.864837,-76.373188,115.92429967469273,522,HIGH,LOW
28578,35.196952,-77.856972,104.83402277931788,6363,HIGH,LOW
28579,34.759099,-76.51029399999999,99.16789134215387,622,HIGH,LOW
28580,35.453274,-77.679538,128.23406190746832,12657,LOW,MEDIUM
28581,34.844258,-76.435553,109.88144676421254,214,HIGH,LOW
28582,34.748284000000005,-77.150458,55.370100178831805,1588,HIGH,LOW
28583,35.138756,-76.74154300000002,112.09418685702643,281,HIGH,LOW
28584,34.736767,-77.077619,57.918638405987494,11396,HIGH,MEDIUM
28585,35.076923,-77.412405,84.72672302866475,3942,HIGH,LOW
28586,35.313558,-77.167497,113.91964488217762,8218,HIGH,LOW
28587,35.19273,-76.661661,121.22046916835333,369,LOW,LOW
28589,34.812858,-76.50505799999998,102.65243216403054,180,HIGH,LOW
28590,35.520683,-77.416661,134.036092219368,23407,LOW,MEDIUM
28594,34.689904,-76.969688,60.54988857108527,3655,HIGH,LOW
28601,35.772393,-81.32665899999998,388.31401726183765,50026,LOW,HIGH
28602,35.669886,-81.389208,389.1517355106426,28981,LOW,HIGH
28604,36.18028,-81.859151,450.85933115396244,6249,LOW,LOW
28605,36.129632,-81.694929,435.14439480755726,3412,LOW,LOW
28606,36.053487,-81.322174,401.4574710042636,2158,LOW,LOW
28607,36.218005,-81.652138,436.197683130776,33059,LOW,HIGH
28609,35.671692,-81.055604,361.4084894345559,5864,LOW,LOW
28610,35.730324,-81.135305,370.626071360611,9913,LOW,LOW
28611,36.010955,-81.735254,432.73982804674984,885,LOW,LOW
28612,35.650391,-81.53756,400.87762507877494,12397,LOW,MEDIUM
28613,35.737687,-81.20768100000002,376.93100686925146,22759,LOW,MEDIUM
28615,36.45868,-81.660618,449.9457398061064,1876,LOW,LOW
28616,36.023071,-81.920191,448.4677160395506,493,LOW,LOW
28617,36.480702,-81.361979,428.5604929344811,2261,LOW,LOW
28618,36.208166,-81.516769,424.97210422434546,2352,LOW,LOW
28619,35.758603,-81.602494,410.6912312835945,1520,LOW,LOW
28621,36.27565,-80.914624,382.5719833112414,10472,LOW,MEDIUM
28622,36.192676,-81.947333,458.5795336859828,2527,LOW,LOW
28623,36.534512,-80.971492,403.328615180561,1653,LOW,LOW
28624,36.128356,-81.411775,412.46657440696936,1639,LOW,LOW
28625,35.869567,-80.88964,357.4834248809763,36189,LOW,HIGH
28626,36.292577,-81.51763199999998,429.59605552878406,2714,LOW,LOW
28627,36.455555,-81.004437,400.54426488903243,1152,LOW,LOW
28628,35.726329,-81.785107,424.77560164871346,479,LOW,LOW
28629,36.340426,-81.36444,420.4507513658504,75,LOW,LOW
28630,35.831976,-81.420172,398.69913287529425,20041,LOW,MEDIUM
28631,36.547476,-81.41035600000002,436.2482975262508,637,LOW,LOW
28634,35.97280100000001,-80.757173,352.67568072379316,5225,LOW,LOW
28635,36.305463,-81.12604499999998,400.25725637968077,3901,LOW,LOW
28636,35.939426,-81.06343299999997,374.95259253455845,5522,LOW,LOW
28637,35.718005,-81.419361,393.6743815924602,1746,LOW,LOW
28638,35.845093,-81.477938,404.0521641320677,12302,LOW,MEDIUM
28640,36.404873,-81.399397,426.86536402103684,4719,LOW,LOW
28642,36.218398,-80.820312,372.00352750415493,5745,LOW,LOW
28643,36.529059,-81.540879,444.9209950323315,3521,LOW,LOW
28644,36.426218,-81.277969,418.9595779661092,1494,LOW,LOW
28645,35.978845,-81.547834,415.94197451749847,47703,LOW,HIGH
28646,36.07333,-81.847093,444.7729042815573,342,LOW,LOW
28647,35.938084,-81.972993,449.13863119844814,89,LOW,LOW
28649,36.33599,-81.212069,408.58407222244625,993,LOW,LOW
28650,35.571426,-81.15839,365.7272633342732,11883,LOW,MEDIUM
28651,36.306214,-81.30878299999998,414.21502996067255,7132,LOW,LOW
28652,36.100032,-81.98716999999998,457.45452525625325,46,LOW,LOW
28654,36.058513,-81.159309,388.8219158372873,3495,LOW,LOW
28655,35.76326599999999,-81.749862,423.2571505297946,54996,LOW,HIGH
28657,36.021993,-81.942425,450.25080860408445,9488,LOW,LOW
28658,35.637619,-81.235843,374.9535709518379,27022,LOW,HIGH
28659,36.21595900000001,-81.148169,396.69958861809846,21134,LOW,MEDIUM
28660,35.968615,-80.856248,360.1546934232068,2249,LOW,LOW
28662,36.021516,-81.899121,446.66406252654133,140,LOW,LOW
28663,36.53203,-81.30940799999998,427.79678515247684,614,LOW,LOW
28665,36.209834,-81.375474,413.9702501485478,2571,LOW,LOW
28666,35.725271,-81.470662,398.2693271884234,368,LOW,LOW
28667,35.771453,-81.426154,396.5210211018212,559,LOW,LOW
28668,36.407054,-80.99048499999998,396.419333376082,300,LOW,LOW
28669,36.223445,-80.989818,385.05745792845147,3146,LOW,LOW
28670,36.194308,-80.912494,377.46550990428466,2719,LOW,LOW
28671,35.75267,-81.527898,404.20122515953807,597,LOW,LOW
28672,36.483387,-81.326621,426.07774320894083,35,LOW,LOW
28673,35.617717,-80.998758,354.3132976378194,5919,LOW,LOW
28675,36.503161,-81.13503,413.13706827519337,6621,LOW,LOW
28676,36.33186,-80.85534,381.7114843035262,3483,LOW,LOW
28677,35.738099,-80.926089,353.8444062475327,32940,LOW,HIGH
28678,35.821719,-81.06084399999997,368.8331052807686,5226,LOW,LOW
28679,36.261211,-81.828379,452.4346553372628,2064,LOW,LOW
28681,35.92267800000001,-81.223058,386.90313733563005,25910,LOW,HIGH
28682,35.588255,-80.965153,350.2380021835146,1129,LOW,LOW
28683,36.390439,-80.911007,389.53672863830764,1697,LOW,LOW
28684,36.334824,-81.608201,438.97227566310585,2141,LOW,LOW
28685,36.360792,-81.059832,398.6486863147291,2076,LOW,LOW
28689,36.036555,-80.940896,370.52105154842303,1712,LOW,LOW
28690,35.732735,-81.57423,407.2582741755807,9295,LOW,LOW
28692,36.267538,-81.808495,451.1752068361112,4067,LOW,LOW
28693,36.471773,-81.559009,442.922681167774,1700,LOW,LOW
28694,36.366337,-81.468016,429.8837404676029,7744,LOW,LOW
28697,36.134008,-81.16572099999998,393.4360845854261,12930,LOW,MEDIUM
28698,36.340894,-81.736245,449.31487223551017,2256,LOW,LOW
28701,35.705098,-82.63646700000002,496.9407957475074,3635,LOW,LOW
28702,35.405602,-83.605242,574.4700799101805,366,LOW,LOW
28704,35.45758400000001,-82.580359,484.8430144354042,18821,LOW,MEDIUM
28705,36.032692,-82.156238,468.3985572880292,6715,LOW,LOW
28707,35.39733,-83.065872,526.3047025150781,94,LOW,LOW
28708,35.271316,-82.86261999999998,505.51595529898384,754,LOW,LOW
28709,35.771599,-82.38183199999997,477.24491694366236,2225,LOW,LOW
28711,35.605271,-82.291854,463.9310324130475,13209,LOW,MEDIUM
28712,35.173309,-82.77082800000002,495.39920900756437,19347,LOW,MEDIUM
28713,35.373495,-83.495989,564.0860029467724,8686,LOW,LOW
28714,35.889455,-82.304119,474.96483521244835,16753,LOW,MEDIUM
28715,35.511965999999994,-82.711701,497.8364815489086,24582,LOW,MEDIUM
28716,35.439331,-82.847944,507.97948809129053,17477,LOW,MEDIUM
28717,35.049462,-83.093365,522.3926092287601,1729,LOW,LOW
28718,35.159172,-82.634935,482.9577186973672,553,LOW,LOW
28719,35.517887,-83.334159,552.8533017816142,8048,LOW,LOW
28720,35.450754,-82.253654,455.9675369819473,114,LOW,LOW
28721,35.66267,-82.958496,523.6402747795144,10063,LOW,MEDIUM
28722,35.208461,-82.061011,432.75009580047595,6371,LOW,LOW
28723,35.314207,-83.026128,520.9812200442105,11329,LOW,MEDIUM
28725,35.366645,-83.255082,542.4712366855267,43,LOW,LOW
28726,35.280999,-82.416555,466.0075689328323,3203,LOW,LOW
28729,35.320507,-82.60037700000002,483.2365641848786,2894,LOW,LOW
28730,35.517421,-82.37804200000002,468.75864749144995,9133,LOW,LOW
28731,35.288036,-82.394669,464.2264888368892,7778,LOW,LOW
28732,35.451829,-82.445701,472.84874490863297,16491,LOW,MEDIUM
28733,35.42910399999999,-83.815738,593.7047739212296,21,LOW,LOW
28734,35.189081,-83.41226,553.2544792116477,27040,LOW,HIGH
28735,35.475901,-82.35048,465.1591969562305,256,LOW,LOW
28736,35.175658,-83.086467,523.7579944767435,787,LOW,LOW
28739,35.256111,-82.54370899999998,476.7637027891972,19786,LOW,MEDIUM
28740,36.091216,-82.272966,480.59181493211895,1364,LOW,LOW
28741,35.055919,-83.211171,533.1204147077145,3197,LOW,LOW
28742,35.382641,-82.650687,489.1578295456707,2710,LOW,LOW
28743,35.80036,-82.88114499999998,521.1367575997133,2125,LOW,LOW
28745,35.52528200000001,-82.97204599999998,521.0814311403349,551,LOW,LOW
28746,35.477196,-82.161705,448.6871656849461,2388,LOW,LOW
28747,35.155183,-82.922658,508.6946750566865,2198,LOW,LOW
28748,35.649563,-82.757717,505.75663896711876,11334,LOW,MEDIUM
28749,35.840722,-82.098559,455.7130772049029,50,LOW,LOW
28751,35.50502,-83.120689,533.6799543563815,2916,LOW,LOW
28752,35.709599,-82.035573,445.43401012698433,30600,LOW,HIGH
28753,35.864078000000006,-82.712731,508.80084310808326,11670,LOW,MEDIUM
28754,35.875581,-82.515681,492.39250836387873,7679,LOW,LOW
28756,35.351924,-82.186268,447.3623168184631,4504,LOW,LOW
28757,35.649746,-82.30856700000002,466.81132503790326,280,LOW,LOW
28759,35.38144600000001,-82.58859,483.63523590490684,6922,LOW,LOW
28761,35.68533,-81.91054,433.88268196524467,7816,LOW,LOW
28762,35.62679,-82.231583,459.41114999712516,6857,LOW,LOW
28763,35.028572,-83.466615,555.8466787514926,2725,LOW,LOW
28766,35.251041,-82.619825,483.43826856825325,1262,LOW,LOW
28768,35.324202,-82.706749,492.7682352023094,6813,LOW,LOW
28771,35.34702,-83.842814,594.5795336594558,8558,LOW,LOW
28772,35.116966,-82.827217,499.4642951872587,1239,LOW,LOW
28773,35.265444,-82.3097,456.1592502644206,3378,LOW,LOW
