LAT,LNG,population
32.957264,-80.80648,2874
33.163169,-80.56521,6789
33.380638,-79.890574,7337
33.108529,-80.800481,1841
32.764502,-79.854987,1791
33.057779,-80.18291,66731
32.947923,-80.189918,45057
32.657682,-80.183948,2725
32.906763,-80.672836,22220
32.903802,-79.911163,10262
33.034143,-80.842844,117
34.205933,-79.82626,43220
34.130066,-79.688893,24279
34.221377,-79.650336,20960
33.454312,-79.613121,11060
33.975732,-79.122716,5146
34.619033,-79.718041,19514
34.437454,-79.63464,829
33.788608,-79.847975,1232
34.018637,-79.359821,285
34.679486,-79.927292,14617
34.552415,-79.540885,2029
33.847406,-78.947093,39033
33.785083,-79.140176,22027
33.996055,-79.740075,2915
34.280331,-79.869336,20871
34.419502,-79.373048,17722
34.377298,-79.846185,5599
34.064949,-79.74075,9465
34.287605,-79.265927,606
33.926098,-79.255583,4909
34.16366,-78.966477,1657
33.883845,-79.349409,2834
34.496287,-79.334829,2917
34.399975,-80.082806,32284
33.70405,-79.381598,9332
33.845583,-79.483856,6440
33.668227,-79.763139,12870
33.827895,-79.742142,13664
34.353366,-79.208673,2676
33.449386,-79.848408,985
34.358052,-79.499289,7127
33.873402,-78.666957,15179
34.560972,-79.432683,564
33.913616,-78.750292,12224
34.032632,-78.911583,15951
34.667866,-79.562707,3913
34.135123,-79.425041,15622
33.772568,-78.785662,7893
34.165413,-79.260831,11909
33.629132,-78.970412,15512
33.56209,-79.061087,24446
33.698452,-78.902659,26996
33.753481,-78.916375,32180
33.653101,-79.551975,1450
34.195802,-79.113483,4650
33.838529,-78.660551,14622
33.977851,-79.571077,5438
34.583313,-80.065768,2563
33.520097,-79.135803,13606
33.671137,-79.02427,36499
33.56892,-79.848696,3677
33.937999,-79.76229,5467
34.264635,-79.483865,1197
34.493107,-79.856964,1954
34.640233,-79.57736,121
34.744162,-79.830739,2424
34.847112,-82.402264,10550
34.774425,-82.37661,34414
34.81279,-82.331714,34487
34.912592,-82.38817,27722
34.830934,-82.458497,28799
34.924255,-82.440488,2334
34.873771,-82.363149,2720
34.856825,-82.296139,35151
34.911021,-82.468095,25685
34.182407,-82.425607,12934
34.506671,-82.605272,39101
34.435943,-82.624115,14610
34.555099,-82.765677,27538
34.460802,-82.756514,12364
34.518602,-82.476359,18367
34.089135,-82.559262,2759
34.738673,-82.799161,14186
34.681593,-82.817762,13318
34.675278,-82.835901,5589
35.077658,-82.626703,1254
34.363867,-82.338204,2944
34.303669,-82.428794,1742
34.87771,-82.575421,30574
34.776943,-82.563722,29561
34.516357,-82.996359,2756
34.668418,-82.190145,18578
34.588013,-82.127041,9982
34.136053,-82.14847,28159
34.238919,-82.145019,26235
34.898138,-82.258067,32632
35.02383,-82.279564,42844
34.306003,-82.232469,4811
34.460528,-82.361886,9937
34.264095,-82.640492,7796
34.767066,-82.686594,15116
34.760705,-83.284526,333
34.20977,-82.646988,118
35.147593,-82.529539,5648
34.778208,-82.301835,15090
34.860889,-83.157553,1808
34.724825,-82.914632,127
34.113326,-81.979552,6590
34.764792,-82.75669,269
34.638704,-82.412542,12387
34.643979,-82.723237,8673
34.934777,-82.728691,18030
34.751278,-82.934285,11868
34.715864,-82.45552,25348
34.950446,-82.983481,5201
34.63447,-82.937301,21676
34.685122,-82.288811,27285
34.767679,-82.225003,46979
34.836191,-82.853397,3818
35.029999,-82.494173,291
34.379432,-82.718704,4862
34.991238,-82.842298,1230
34.958106,-83.053044,1027
34.986636,-82.327451,39561
34.534253,-82.868342,3889
35.059806,-82.417198,20914
34.783465,-83.083658,11333
34.41263,-82.219492,4856
34.644394,-83.152437,14215
34.781122,-83.008462,4125
34.625593,-82.548639,12207
35.116068,-81.473073,10059
34.83212,-80.909792,3721
34.715558,-81.23453,19847
34.974384,-80.862388,17742
35.048705,-80.987118,25035
34.720167,-80.098457,6498
35.106284,-81.221471,29449
34.797966,-80.975531,2317
34.712239,-80.915313,2927
35.009844,-80.928739,24823
34.950733,-81.448844,1251
34.624163,-80.331295,3856
34.740563,-80.732729,46041
34.773948,-81.011121,43
34.860843,-81.236135,1750
34.719265,-80.264601,1650
34.764953,-80.400558,10301
34.689134,-81.00676,2271
34.889889,-81.017848,52365
34.971166,-81.081284,53781
34.939585,-81.031961,1751
34.725288,-80.195526,2082
34.869975,-81.392257,2460
35.012139,-81.390396,1071
34.990942,-81.214095,28919
33.588993,-81.697037,26778
33.490342,-81.762819,36843
33.647579,-81.604076,5864
33.418902,-81.69249,2206
32.986368,-81.37811,4990
33.231937,-81.428404,11864
33.500764,-81.871584,1033
33.370534,-81.273172,4913
34.044227,-82.227378,1523
33.643047,-82.107049,1487
33.819698,-81.99337,8535
33.385382,-81.359584,164
32.963155,-81.253906,4624
33.522812,-81.828197,1003
33.57472,-81.857718,8651
33.297451,-81.799578,4146
33.838994,-81.803656,5335
33.51293,-81.856747,1687
33.919499,-82.288971,6566
33.126708,-81.557127,482
33.747484,-82.15108,501
34.007202,-82.521302,251
33.526407,-81.939337,32494
33.457043,-81.86071,7675
33.182069,-81.179772,1291
33.769606,-82.241925,123
33.817844,-82.201423,1104
33.704138,-81.847277,5480
33.970417,-82.075911,751
33.103626,-81.238347,294
33.609668,-81.816976,111
33.507439,-81.811783,7524
33.403112,-81.422644,6580
33.485256,-81.511831,3255
33.614687,-81.984429,14450
33.928023,-82.250602,1244
32.334933,-80.684304,14779
32.457441,-80.717905,659
32.351589,-80.682217,3054
32.445112,-80.752875,21765
32.474692,-80.599222,12570
32.336836,-80.847799,16394
32.214521,-80.89157,33954
32.94116,-81.141681,1725
32.584548,-80.928494,42
32.122105,-80.856036,416
32.718462,-80.967103,1533
32.744462,-81.247365,5278
32.364221,-80.553611,9481
32.682581,-81.172909,227
32.625831,-81.277273,1214
32.859518,-81.246422,392
32.876885,-81.111209,4331
32.238247,-80.740263,23742
32.226776,-81.057876,8237
32.163171,-80.755765,16110
32.927872,-80.938536,1135
32.818148,-81.348641,269
32.591591,-81.107381,1172
32.383349,-80.693678,3685
32.482042,-80.971987,13354
32.672512,-81.244025,302
32.54591,-80.713616,3967
32.550309,-80.806715,497
32.479249,-81.192323,477
32.795699,-81.034521,5118
32.673313,-80.765932,4841
